case,category,budget_pct,prompt_tokens,measured_completion_tokens,total_tokens,page_tokens,total_pages,hot_pages,pinned_pages,warm_pages,cold_pages,raw_k_pages,raw_v_pages,int8_k_pages,int8_v_pages,int4_v_pages,raw_equivalent_bytes,hot_bytes,warm_bytes,cold_bytes,effective_bytes,effective_bytes_per_token,compression_vs_raw_pct,endpoint_completion_tok_s_c1,endpoint_completion_tok_s_c2,endpoint_ttft_s,contains_target_c1_pct,contains_target_c2_pct,plan_range_count,resolved_layer_pages,shadowed_layer_page_matches,plan_validation_ok,warm_reduction_vs_uniform_int8_pct,total_reduction_vs_same_hot_uniform_int8_pct
decoy_collision,confusable_recall,25.0,675,128,803,64,13,4,1,8,0,240,240,384,128,256,78938112,28606464,20971520,0,49577984,61740.951,37.194,30.1318,36.936,0.0969,100.0,100.0,4,624,0,True,16.667,7.8
routing_table,structured_lookup,25.0,660,128,788,64,13,4,1,8,0,240,240,384,128,256,77463552,27131904,20971520,0,48103424,61044.954,37.902,30.1439,36.5803,0.1063,0.0,0.0,4,624,0,True,16.667,8.02
structured_records,structured_lookup,25.0,671,160,831,64,13,4,1,8,0,240,240,384,128,256,81690624,31358976,20971520,0,52330496,62972.919,35.941,29.694,45.3907,0.1469,0.0,0.0,4,624,0,True,16.667,7.42
instruction_persistence,instruction_retention,25.0,1241,128,1369,64,22,6,1,15,0,336,336,720,240,480,134578176,40206336,39321600,0,79527936,58091.991,40.906,29.5305,36.5824,0.1432,100.0,100.0,4,1056,0,True,16.667,8.999
multi_hop_bridge,multi_hop,25.0,635,160,795,64,13,4,1,8,0,240,240,384,128,256,78151680,27820032,20971520,0,48791552,61373.021,37.568,29.5628,36.2052,0.1396,100.0,100.0,4,624,0,True,16.667,7.916
payload_dense,dense_noise,25.0,1227,192,1419,64,23,6,1,16,0,336,336,768,256,512,139493376,38830080,41943040,0,80773120,56922.565,42.095,29.3058,36.7109,0.1506,100.0,100.0,4,1104,0,True,16.667,9.408
long_generation_systems,long_generation,25.0,360,384,744,64,12,3,1,8,0,192,192,384,128,256,73138176,22806528,20971520,0,43778048,58841.462,40.143,29.6228,35.4191,0.1244,0.0,0.0,4,576,0,True,16.667,8.743
early_anchor_long_tail,anchor_recall,12.5,1231,96,1327,64,21,3,1,17,0,192,192,816,272,544,130449408,23494656,44564480,0,68059136,51287.97,47.827,29.3345,35.6871,0.1778,100.0,100.0,4,1008,0,True,16.667,11.579
middle_anchor_detour,anchor_recall,12.5,954,128,1082,64,17,3,1,13,0,192,192,624,208,416,106364928,24576000,34078720,0,58654720,54209.538,44.855,29.4023,35.949,0.1539,100.0,100.0,4,816,0,True,16.667,10.41
late_anchor_control,late_control,12.5,623,96,719,64,12,2,1,9,0,144,144,432,144,288,70680576,14057472,23592960,0,37650432,52364.996,46.732,30.2448,36.8657,0.1472,100.0,100.0,4,576,0,True,16.667,11.137
decoy_collision,confusable_recall,12.5,675,128,803,64,13,2,1,10,0,144,144,480,160,320,78938112,16023552,26214400,0,42237952,52600.189,46.492,30.1318,36.936,0.0969,100.0,100.0,4,624,0,True,16.667,11.042
routing_table,structured_lookup,12.5,660,128,788,64,13,2,1,10,0,144,144,480,160,320,77463552,14548992,26214400,0,40763392,51730.193,47.377,30.1439,36.5803,0.1063,0.0,0.0,4,624,0,True,16.667,11.396
structured_records,structured_lookup,12.5,671,160,831,64,13,2,1,10,0,144,144,480,160,320,81690624,18776064,26214400,0,44990464,54140.149,44.926,29.694,45.3907,0.1469,0.0,0.0,4,624,0,True,16.667,10.437
instruction_persistence,instruction_retention,12.5,1241,128,1369,64,22,3,1,18,0,192,192,864,288,576,134578176,21331968,47185920,0,68517888,50049.589,49.087,29.5305,36.5824,0.1432,100.0,100.0,4,1056,0,True,16.667,12.106
multi_hop_bridge,multi_hop,12.5,635,160,795,64,13,2,1,10,0,144,144,480,160,320,78151680,15237120,26214400,0,41451520,52140.277,46.96,29.5628,36.2052,0.1396,100.0,100.0,4,624,0,True,16.667,11.228
payload_dense,dense_noise,12.5,1227,192,1419,64,23,3,1,19,0,192,192,912,304,608,139493376,19955712,49807360,0,69763072,49163.546,49.988,29.3058,36.7109,0.1506,100.0,100.0,4,1104,0,True,16.667,12.495
long_generation_systems,long_generation,12.5,360,384,744,64,12,2,1,9,0,144,144,432,144,288,73138176,16515072,23592960,0,40108032,53908.645,45.161,29.6228,35.4191,0.1244,0.0,0.0,4,576,0,True,16.667,10.526
early_anchor_long_tail,anchor_recall,6.25,1231,96,1327,64,21,2,1,18,0,144,144,864,288,576,130449408,17203200,47185920,0,64389120,48522.321,50.641,29.3345,35.6871,0.1778,100.0,100.0,4,1008,0,True,16.667,12.783
middle_anchor_detour,anchor_recall,6.25,954,128,1082,64,17,2,1,14,0,144,144,672,224,448,106364928,18284544,36700160,0,54984704,50817.656,48.306,29.4023,35.949,0.1539,100.0,100.0,4,816,0,True,16.667,11.777
late_anchor_control,late_control,6.25,623,96,719,64,12,1,1,10,0,96,96,480,160,320,70680576,7766016,26214400,0,33980416,47260.662,51.924,30.2448,36.8657,0.1472,100.0,100.0,4,576,0,True,16.667,13.367
decoy_collision,confusable_recall,6.25,675,128,803,64,13,1,1,11,0,96,96,528,176,352,78938112,9732096,28835840,0,38567936,48029.808,51.142,30.1318,36.936,0.0969,100.0,100.0,4,624,0,True,16.667,13.008
routing_table,structured_lookup,6.25,660,128,788,64,13,1,1,11,0,96,96,528,176,352,77463552,8257536,28835840,0,37093376,47072.812,52.115,30.1439,36.5803,0.1063,0.0,0.0,4,624,0,True,16.667,13.456
structured_records,structured_lookup,6.25,671,160,831,64,13,1,1,11,0,96,96,528,176,352,81690624,12484608,28835840,0,41320448,49723.764,49.418,29.694,45.3907,0.1469,0.0,0.0,4,624,0,True,16.667,12.248
instruction_persistence,instruction_retention,6.25,1241,128,1369,64,22,2,1,19,0,144,144,912,304,608,134578176,15040512,49807360,0,64847872,47368.789,51.814,29.5305,36.5824,0.1432,100.0,100.0,4,1056,0,True,16.667,13.316
multi_hop_bridge,multi_hop,6.25,635,160,795,64,13,1,1,11,0,96,96,528,176,352,78151680,8945664,28835840,0,37781504,47523.904,51.656,29.5628,36.2052,0.1396,100.0,100.0,4,624,0,True,16.667,13.243
payload_dense,dense_noise,6.25,1227,192,1419,64,23,2,1,20,0,144,144,960,320,640,139493376,13664256,52428800,0,66093056,46577.206,52.619,29.3058,36.7109,0.1506,100.0,100.0,4,1104,0,True,16.667,13.693
long_generation_systems,long_generation,6.25,360,384,744,64,12,1,1,10,0,96,96,480,160,320,73138176,10223616,26214400,0,36438016,48975.828,50.179,29.6228,35.4191,0.1244,0.0,0.0,4,576,0,True,16.667,12.579
early_anchor_long_tail,anchor_recall,3.125,1231,96,1327,64,21,1,1,19,0,96,96,912,304,608,130449408,10911744,49807360,0,60719104,45756.672,53.454,29.3345,35.6871,0.1778,100.0,100.0,4,1008,0,True,16.667,14.094
middle_anchor_detour,anchor_recall,3.125,954,128,1082,64,17,1,1,15,0,96,96,720,240,480,106364928,11993088,39321600,0,51314688,47425.774,51.756,29.4023,35.949,0.1539,100.0,100.0,4,816,0,True,16.667,13.289
late_anchor_control,late_control,3.125,623,96,719,64,12,1,1,10,0,96,96,480,160,320,70680576,7766016,26214400,0,33980416,47260.662,51.924,30.2448,36.8657,0.1472,100.0,100.0,4,576,0,True,16.667,13.367
decoy_collision,confusable_recall,3.125,675,128,803,64,13,1,1,11,0,96,96,528,176,352,78938112,9732096,28835840,0,38567936,48029.808,51.142,30.1318,36.936,0.0969,100.0,100.0,4,624,0,True,16.667,13.008
routing_table,structured_lookup,3.125,660,128,788,64,13,1,1,11,0,96,96,528,176,352,77463552,8257536,28835840,0,37093376,47072.812,52.115,30.1439,36.5803,0.1063,0.0,0.0,4,624,0,True,16.667,13.456
structured_records,structured_lookup,3.125,671,160,831,64,13,1,1,11,0,96,96,528,176,352,81690624,12484608,28835840,0,41320448,49723.764,49.418,29.694,45.3907,0.1469,0.0,0.0,4,624,0,True,16.667,12.248
instruction_persistence,instruction_retention,3.125,1241,128,1369,64,22,1,1,20,0,96,96,960,320,640,134578176,8749056,52428800,0,61177856,44687.988,54.541,29.5305,36.5824,0.1432,100.0,100.0,4,1056,0,True,16.667,14.632
multi_hop_bridge,multi_hop,3.125,635,160,795,64,13,1,1,11,0,96,96,528,176,352,78151680,8945664,28835840,0,37781504,47523.904,51.656,29.5628,36.2052,0.1396,100.0,100.0,4,624,0,True,16.667,13.243
payload_dense,dense_noise,3.125,1227,192,1419,64,23,1,1,21,0,96,96,1008,336,672,139493376,7372800,55050240,0,62423040,43990.867,55.25,29.3058,36.7109,0.1506,100.0,100.0,4,1104,0,True,16.667,14.993
long_generation_systems,long_generation,3.125,360,384,744,64,12,1,1,10,0,96,96,480,160,320,73138176,10223616,26214400,0,36438016,48975.828,50.179,29.6228,35.4191,0.1244,0.0,0.0,4,576,0,True,16.667,12.579
early_anchor_long_tail,anchor_recall,0.0,1231,96,1327,64,21,0,1,20,0,48,48,960,320,640,130449408,6291456,51732480,0,58023936,43725.649,55.52,29.3345,35.6871,0.1778,100.0,100.0,3,1008,0,True,16.667,15.133
middle_anchor_detour,anchor_recall,0.0,954,128,1082,64,17,0,1,16,0,48,48,768,256,512,106364928,6291456,41697280,0,47988736,44351.882,54.883,29.4023,35.949,0.1539,100.0,100.0,3,816,0,True,16.667,14.805
late_anchor_control,late_control,0.0,623,96,719,64,12,0,1,11,0,48,48,528,176,352,70680576,6291456,26828800,0,33120256,46064.334,53.141,30.2448,36.8657,0.1472,100.0,100.0,3,576,0,True,16.667,13.942
decoy_collision,confusable_recall,0.0,675,128,803,64,13,0,1,12,0,48,48,576,192,384,78938112,6291456,30269440,0,36560896,45530.381,53.684,30.1318,36.936,0.0969,100.0,100.0,3,624,0,True,16.667,14.206
routing_table,structured_lookup,0.0,660,128,788,64,13,0,1,12,0,48,48,576,192,384,77463552,6291456,29655040,0,35946496,45617.381,53.596,30.1439,36.5803,0.1063,0.0,0.0,3,624,0,True,16.667,14.163
structured_records,structured_lookup,0.0,671,160,831,64,13,0,1,12,0,48,48,576,192,384,81690624,6291456,31416320,0,37707776,45376.385,53.841,29.694,45.3907,0.1469,0.0,0.0,3,624,0,True,16.667,14.283
instruction_persistence,instruction_retention,0.0,1241,128,1369,64,22,0,1,21,0,48,48,1008,336,672,134578176,6291456,53452800,0,59744256,43640.801,55.606,29.5305,36.5824,0.1432,100.0,100.0,3,1056,0,True,16.667,15.178
multi_hop_bridge,multi_hop,0.0,635,160,795,64,13,0,1,12,0,48,48,576,192,384,78151680,6291456,29941760,0,36233216,45576.372,53.637,29.5628,36.2052,0.1396,100.0,100.0,3,624,0,True,16.667,14.183
payload_dense,dense_noise,0.0,1227,192,1419,64,23,0,1,22,0,48,48,1056,352,704,139493376,6291456,55500800,0,61792256,43546.34,55.702,29.3058,36.7109,0.1506,100.0,100.0,3,1104,0,True,16.667,15.228
long_generation_systems,long_generation,0.0,360,384,744,64,12,0,1,11,0,48,48,528,176,352,73138176,6291456,27852800,0,34144256,45892.817,53.315,29.6228,35.4191,0.1244,0.0,0.0,3,576,0,True,16.667,14.026
