case,category,budget_pct,prompt_tokens,measured_completion_tokens,total_tokens,page_tokens,total_pages,hot_pages,pinned_pages,warm_pages,cold_pages,raw_k_pages,raw_v_pages,int8_k_pages,int8_v_pages,int4_v_pages,raw_equivalent_bytes,hot_bytes,warm_bytes,cold_bytes,effective_bytes,effective_bytes_per_token,compression_vs_raw_pct,endpoint_completion_tok_s_c1,endpoint_completion_tok_s_c2,endpoint_ttft_s,contains_target_c1_pct,contains_target_c2_pct,plan_range_count,resolved_layer_pages,shadowed_layer_page_matches,plan_validation_ok,warm_reduction_vs_uniform_int8_pct,total_reduction_vs_same_hot_uniform_int8_pct
multi_hop_bridge,multi_hop,25.0,963,160,1123,64,18,5,1,12,0,288,288,576,192,384,110395392,34897920,31457280,0,66355200,59087.444,39.893,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,8.66
payload_dense,dense_noise,25.0,1881,163,2044,64,32,8,1,23,0,432,432,1104,368,736,200933376,56229888,60293120,0,116523008,57007.342,42.009,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,9.378
long_generation_systems,long_generation,25.0,523,384,907,64,15,4,1,10,0,240,240,480,160,320,89161728,26247168,26214400,0,52461568,57840.759,41.161,0.0,0.0,0.0,0.0,0.0,4,720,0,True,16.667,9.086
early_anchor_long_tail,anchor_recall,12.5,1885,96,1981,64,31,4,1,26,0,240,240,1248,416,832,194740224,31162368,68157440,0,99319808,50136.198,48.999,0.0,0.0,0.0,0.0,0.0,4,1488,0,True,16.667,12.068
middle_anchor_detour,anchor_recall,12.5,1462,128,1590,64,25,4,1,20,0,240,240,960,320,640,156303360,30474240,52428800,0,82903040,52140.277,46.96,0.0,0.0,0.0,0.0,0.0,4,1200,0,True,16.667,11.228
late_anchor_control,late_control,12.5,950,96,1046,64,17,3,1,13,0,192,192,624,208,416,102825984,21037056,34078720,0,55115776,52691.946,46.399,0.0,0.0,0.0,0.0,0.0,4,816,0,True,16.667,11.005
decoy_collision,confusable_recall,12.5,1014,128,1142,64,18,3,1,14,0,192,192,672,224,448,112263168,24182784,36700160,0,60882944,53312.56,45.768,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,10.759
routing_table,structured_lookup,12.5,988,128,1116,64,18,3,1,14,0,192,192,672,224,448,109707264,21626880,36700160,0,58327040,52264.373,46.834,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,11.178
structured_records,structured_lookup,12.5,999,160,1159,64,19,3,1,15,0,192,192,720,240,480,113934336,19562496,39321600,0,58884096,50805.95,48.318,0.0,0.0,0.0,0.0,0.0,4,912,0,True,16.667,11.782
instruction_persistence,instruction_retention,12.5,1896,128,2024,64,32,4,1,27,0,240,240,1296,432,864,198967296,29097984,70778880,0,99876864,49346.277,49.802,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,12.414
multi_hop_bridge,multi_hop,12.5,963,160,1123,64,18,3,1,14,0,192,192,672,224,448,110395392,22315008,36700160,0,59015168,52551.352,46.542,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,11.062
payload_dense,dense_noise,12.5,1881,163,2044,64,32,4,1,27,0,240,240,1296,432,864,200933376,31064064,70778880,0,101842944,49825.315,49.315,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,12.203
long_generation_systems,long_generation,12.5,523,384,907,64,15,2,1,12,0,144,144,576,192,384,89161728,13664256,31457280,0,45121536,49748.11,49.394,0.0,0.0,0.0,0.0,0.0,4,720,0,True,16.667,12.237
early_anchor_long_tail,anchor_recall,6.25,1885,96,1981,64,31,2,1,28,0,144,144,1344,448,896,194740224,18579456,73400320,0,91979776,46430.982,52.768,0.0,0.0,0.0,0.0,0.0,4,1488,0,True,16.667,13.763
middle_anchor_detour,anchor_recall,6.25,1462,128,1590,64,25,2,1,22,0,144,144,1056,352,704,156303360,17891328,57671680,0,75563008,47523.904,51.656,0.0,0.0,0.0,0.0,0.0,4,1200,0,True,16.667,13.243
late_anchor_control,late_control,6.25,950,96,1046,64,17,2,1,14,0,144,144,672,224,448,102825984,14745600,36700160,0,51445760,49183.327,49.968,0.0,0.0,0.0,0.0,0.0,4,816,0,True,16.667,12.486
decoy_collision,confusable_recall,6.25,1014,128,1142,64,18,2,1,15,0,144,144,720,240,480,112263168,17891328,39321600,0,57212928,50098.886,49.037,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,12.085
routing_table,structured_lookup,6.25,988,128,1116,64,18,2,1,15,0,144,144,720,240,480,109707264,15335424,39321600,0,54657024,48975.828,50.179,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,12.579
structured_records,structured_lookup,6.25,999,160,1159,64,19,2,1,16,0,144,144,768,256,512,113934336,13271040,41943040,0,55214080,47639.413,51.539,0.0,0.0,0.0,0.0,0.0,4,912,0,True,16.667,13.189
instruction_persistence,instruction_retention,6.25,1896,128,2024,64,32,2,1,29,0,144,144,1392,464,928,198967296,16515072,76021760,0,92536832,45719.779,53.491,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,14.112
multi_hop_bridge,multi_hop,6.25,963,160,1123,64,18,2,1,15,0,144,144,720,240,480,110395392,16023552,39321600,0,55345152,49283.305,49.866,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,12.442
payload_dense,dense_noise,6.25,1881,163,2044,64,32,2,1,29,0,144,144,1392,464,928,200933376,18481152,76021760,0,94502912,46234.301,52.968,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,13.859
long_generation_systems,long_generation,6.25,523,384,907,64,15,1,1,13,0,96,96,624,208,416,89161728,7372800,34078720,0,41451520,45701.786,53.51,0.0,0.0,0.0,0.0,0.0,4,720,0,True,16.667,14.121
early_anchor_long_tail,anchor_recall,3.125,1885,96,1981,64,31,1,1,29,0,96,96,1392,464,928,194740224,12288000,76021760,0,88309760,44578.375,54.653,0.0,0.0,0.0,0.0,0.0,4,1488,0,True,16.667,14.688
middle_anchor_detour,anchor_recall,3.125,1462,128,1590,64,25,1,1,23,0,96,96,1104,368,736,156303360,11599872,60293120,0,71892992,45215.718,54.004,0.0,0.0,0.0,0.0,0.0,4,1200,0,True,16.667,14.364
late_anchor_control,late_control,3.125,950,96,1046,64,17,1,1,15,0,96,96,720,240,480,102825984,8454144,39321600,0,47775744,45674.707,53.537,0.0,0.0,0.0,0.0,0.0,4,816,0,True,16.667,14.134
decoy_collision,confusable_recall,3.125,1014,128,1142,64,18,1,1,16,0,96,96,768,256,512,112263168,11599872,41943040,0,53542912,46885.212,52.306,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,13.545
routing_table,structured_lookup,3.125,988,128,1116,64,18,1,1,16,0,96,96,768,256,512,109707264,9043968,41943040,0,50987008,45687.283,53.524,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,14.128
structured_records,structured_lookup,3.125,999,160,1159,64,19,1,1,17,0,96,96,816,272,544,113934336,6979584,44564480,0,51544064,44472.877,54.76,0.0,0.0,0.0,0.0,0.0,4,912,0,True,16.667,14.743
instruction_persistence,instruction_retention,3.125,1896,128,2024,64,32,1,1,30,0,96,96,1440,480,960,198967296,10223616,78643200,0,88866816,43906.53,55.336,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,15.038
multi_hop_bridge,multi_hop,3.125,963,160,1123,64,18,1,1,16,0,96,96,768,256,512,110395392,9732096,41943040,0,51675136,46015.259,53.191,0.0,0.0,0.0,0.0,0.0,4,864,0,True,16.667,13.966
payload_dense,dense_noise,3.125,1881,163,2044,64,32,1,1,30,0,96,96,1440,480,960,200933376,12189696,78643200,0,90832896,44438.795,54.795,0.0,0.0,0.0,0.0,0.0,4,1536,0,True,16.667,14.76
long_generation_systems,long_generation,3.125,523,384,907,64,15,1,1,13,0,96,96,624,208,416,89161728,7372800,34078720,0,41451520,45701.786,53.51,0.0,0.0,0.0,0.0,0.0,4,720,0,True,16.667,14.121
early_anchor_long_tail,anchor_recall,0.0,1885,96,1981,64,31,0,1,30,0,48,48,1440,480,960,194740224,6291456,78520320,0,84811776,42812.608,56.449,0.0,0.0,0.0,0.0,0.0,3,1488,0,True,16.667,15.623
middle_anchor_detour,anchor_recall,0.0,1462,128,1590,64,25,0,1,24,0,48,48,1152,384,768,156303360,6291456,62504960,0,68796416,43268.186,55.985,0.0,0.0,0.0,0.0,0.0,3,1200,0,True,16.667,15.377
late_anchor_control,late_control,0.0,950,96,1046,64,17,0,1,16,0,48,48,768,256,512,102825984,6291456,40222720,0,46514176,44468.62,54.764,0.0,0.0,0.0,0.0,0.0,3,816,0,True,16.667,14.745
decoy_collision,confusable_recall,0.0,1014,128,1142,64,18,0,1,17,0,48,48,816,272,544,112263168,6291456,44154880,0,50446336,44173.674,55.064,0.0,0.0,0.0,0.0,0.0,3,864,0,True,16.667,14.898
routing_table,structured_lookup,0.0,988,128,1116,64,18,0,1,17,0,48,48,816,272,544,109707264,6291456,43089920,0,49381376,44248.545,54.988,0.0,0.0,0.0,0.0,0.0,3,864,0,True,16.667,14.859
structured_records,structured_lookup,0.0,999,160,1159,64,19,0,1,18,0,48,48,864,288,576,113934336,6291456,44851200,0,51142656,44126.537,55.112,0.0,0.0,0.0,0.0,0.0,3,912,0,True,16.667,14.922
instruction_persistence,instruction_retention,0.0,1896,128,2024,64,32,0,1,31,0,48,48,1488,496,992,198967296,6291456,80281600,0,86573056,42773.249,56.489,0.0,0.0,0.0,0.0,0.0,3,1536,0,True,16.667,15.645
multi_hop_bridge,multi_hop,0.0,963,160,1123,64,18,0,1,17,0,48,48,816,272,544,110395392,6291456,43376640,0,49668096,44228.046,55.009,0.0,0.0,0.0,0.0,0.0,3,864,0,True,16.667,14.869
payload_dense,dense_noise,0.0,1881,163,2044,64,32,0,1,31,0,48,48,1488,496,992,200933376,6291456,81100800,0,87392256,42755.507,56.507,0.0,0.0,0.0,0.0,0.0,3,1536,0,True,16.667,15.655
long_generation_systems,long_generation,0.0,523,384,907,64,15,0,1,14,0,48,48,672,224,448,89161728,6291456,34529280,0,40820736,45006.324,54.217,0.0,0.0,0.0,0.0,0.0,3,720,0,True,16.667,14.47
